Area,Renamed Polygon,Sitecode,Tidestation,Latitude.DMS,Longitude.DMS,Latitude.DD,Longitude.DD,Description,Tidetype,Polygon ID,Atlas ID#,Region,Stock,BuoySite
East Sound/NW of Rosario,E Sound/NW of Rosario,12.49,Port Townsend,48 39.42,122 54.48,48.6617,-122.9133,Intertidal reef areas on west side of East Sound.,LOW,1249,458,San Juan Islands,Northern Inland,0
Low Island,Low Island,12.5,Port Townsend,48 35.36,123  1.46,48.5933,-123.0294,Intertidal areas around Low Island.,LOW,1250,459,San Juan Islands,Northern Inland,0
Turn Rock,Turn Rock,12.51,Port Townsend,48 32.14,122 57.79,48.5372,-122.9719,Intertidal areas on Turn Rock.,LOW,1251,460,San Juan Islands,Northern Inland,0
E SOUND/S OF DOLPHIN BAY,E SOUND/S OF DOLPHIN BAY,12.52,Port Townsend,48 37.74,122 52.67,48.6372,-122.8853,,,1252,,San Juan Islands,Northern Inland,0
N SIDE OF CHARLES IS,N SIDE OF CHARLES IS,12.53,Port Townsend,48 26.69,,48.4525,-122.9095,,,1253,,San Juan Islands,Northern Inland,0
In Tow,In Tow,12.89,Port Townsend,,,,,animals in tow,,1289,,San Juan Islands,Northern Inland,0
Unspecified-H2O,Unspecified-H2O,12.99,Port Townsend,?,?,,,Animals in open water,ALL,1299,,,NA,0
Hauled Out Unknown,Hauled Out Unknown,13,Port Townsend,,,,,unknown haul out location 13.00,,1300,,San Juan Islands,Northern Inland,0
Sucia Island Area,Sucia Is/S Side Reefs,13.01,Port Townsend,48 46.25,122 54.09,48.7736,-122.9025,Intertidal ledges along north side of island.,LOW,1301,461,San Juan Islands,Northern Inland,0
Sucia Island Area,Sucia Is/S Side Reefs,13.01,Port Townsend,48 45.37,122 55.13,48.7603,-122.9203,Intertidal rocks off southwest side of island.,LOW,1301,462,San Juan Islands,Northern Inland,0
"Echo Bay, Ewing Island",Echo Bay/S of Ewing Island,13.02,Port Townsend,48 45.77,122 52.58,48.7714,-122.8828,Intertidal areas during pupping season.,LOW,1302,463,San Juan Islands,Northern Inland,0
"Echo Bay, Finger Islands","Echo Bay, Finger Islands",13.03,Port Townsend,48 45.46,122 53.32,48.7628,-122.8922,Intertidal ledges along north side of island.,LOW,1303,464,San Juan Islands,Northern Inland,0
"Echo Bay, Finger Islands","Echo Bay, Finger Islands",13.03,Port Townsend,48 45.17,122 52.86,48.7547,-122.8906,Intertidal ledges along south east side of island.,LOW,1303,465,San Juan Islands,Northern Inland,0
Clements Reef,Clements Reef,13.04,Port Townsend,48 46.55,122 53.21,48.7819,-122.8892,Intertidal areas on reef (USFWS ID 44).,LOW,1304,466,San Juan Islands,Northern Inland,0
Reef SE of Clements,Reef SE of Clements,13.05,Port Townsend,48 46.19,122 52.64,48.7719,-122.8844,Intertidal areas on reef (USFWS ID 45) south east of Clements Reef.,LOW,1304,467,San Juan Islands,Northern Inland,0
Parker Reef,Parker Reef,13.06,Port Townsend,48 43.56,122 53.57,48.7322,-122.8992,Intertidal areas on reef (USFWS ID 46).,LOW,1306,468,San Juan Islands,Northern Inland,0
Patos Island,Patos Island,13.07,Port Townsend,48 47.34,122 58.09,48.7928,-122.9692,Intertidal ledges and reef areas on north side.,LOW,1307,469,San Juan Islands,Northern Inland,0
Bare Island,Bare Island,13.08,Port Townsend,48 43.79,123  0.79,48.7386,-123.0219,Intertidal ledges around Bare Island (USFWS ID 84).,LOW,1308,470,San Juan Islands,Northern Inland,0
Reef E of Skipjack Is.,Reef E of Skipjack Is.,13.09,Port Townsend,48 43.83,123  1.22,48.7397,-123.0228,Intertidal reef area between Bare and Skipjack Islands.,LOW,1309,471,San Juan Islands,Northern Inland,0
Skipjack Island,Skipjack Island,13.11,Port Townsend,48 43.98,123  2.26,48.7439,-123.0406,Intertidal ledges on northwest side of island (USFWS ID 42).,LOW,1311,472,San Juan Islands,Northern Inland,0
Skipjack Island,Skipjack Island,13.11,Port Townsend,48 44.00,123  2.04,48.7333,-123.0344,Intertidal ledges on northeast side of island (USFWS ID 42).,LOW,1311,473,San Juan Islands,Northern Inland,0
Reef E of Skipjack,Reef E of Skipjack,13.11,Port Townsend,48 43.99,123  1.70,48.7442,-123.0361,Intertidal ledges and reef area around unnamed rock (USFWS ID 43) east of the Skipjack Island.,LOW,1311,474,San Juan Islands,Northern Inland,0
White Rock Area,White Rock Area,13.12,Port Townsend,48 40.27,123  4.43,48.6742,-123.0786,Intertidal areas on the north White Rock (USFWS ID 40).,LOW,1312,475,San Juan Islands,Northern Inland,0
White Rock Area,White Rock Area,13.12,Port Townsend,48 40.18,123  4.31,48.6717,-123.0753,Intertidal areas on the middle White Rock (USFWS ID 40).,LOW,1312,476,San Juan Islands,Northern Inland,0
White Rock Area,White Rock Area,13.12,Port Townsend,48 40.01,123  4.15,48.6669,-123.0708,Intertidal areas on the south White Rock (USFWS ID 40).,LOW,1312,477,San Juan Islands,Northern Inland,0
White Rock Area,White Rock Area,13.12,Port Townsend,48 40.09,123  4.21,48.6692,-123.0725,Intertidal areas on the reef off the south end of White Rock.,LOW,1312,478,San Juan Islands,Northern Inland,0
Flattop Island,Flattop Island,13.13,Port Townsend,48 38.74,123  5.15,48.6539,-123.0875,Intertidal areas on west end of Flattop Island (USFWS ID 39).,LOW,1313,479,San Juan Islands,Northern Inland,0
Ftlattop Island,Flattop Island,13.13,Port Townsend,48 38.89,123  4.60,48.6581,-123.0833,Intertidal areas on east end of island.,LOW,1313,480,San Juan Islands,Northern Inland,0
Flattop Island,Flattop Island,13.13,Port Townsend,48 38.71,123  4.88,48.6531,-123.0911,Intertidal ledges and reef on south side of island.,LOW,1313,481,San Juan Islands,Northern Inland,0
Gull Rock,Gull Rock,13.14,Port Townsend,48 39.07,123  5.31,48.6519,-123.0919,Intertidal areas around rock (USFWS ID 38).,LOW,1314,482,San Juan Islands,Northern Inland,0
Stuart Is./Reid Harbor,Stuart Is./Reid Harbor,13.15,Port Townsend,48 39.80,123 10.04,48.6722,-123.1678,Intertidal ledges and reefs around entrance into Reid Harbor.,LOW,1315,483,San Juan Islands,Northern Inland,0
Satellite Is./Prevost Harbor,Satellite Is./Prevost Harbor,13.16,Port Townsend,48 40.68,123 11.00,48.6856,-123.1833,Intertidal ledges and reef areas around Satellite Island in Prevost Harbor.,LOW,1316,484,San Juan Islands,Northern Inland,0
Ripple Island,Ripple Island,13.17,Port Townsend,48 39.38,123  7.79,48.6606,-123.1386,Intertidal areas around island (USFWS ID 35).,LOW,1317,485,San Juan Islands,Northern Inland,0
Gull Reef,Gull Reef,13.18,Port Townsend,48 39.29,123  8.72,48.6581,-123.1533,Intertidal rocks and reef areas around Gull Reef (USFWS ID 34).,LOW,1318,486,San Juan Islands,Northern Inland,0
Shag Reef,Shag Reef,13.19,Port Townsend,48 39.26,123  7.92,48.6572,-123.1422,Intertidal areas around Shag Reef (USFWS ID 36).,LOW,1319,487,San Juan Islands,Northern Inland,0
Little Cactus Island,Little Cactus,13.2,Port Townsend,48 39.02,123  8.05,48.6506,-123.1347,Intertidal ledges and rocks around Little Cactus Island (USFSW ID 37).,LOW,1320,488,San Juan Islands,Northern Inland,0
Cactus Island Area,Cactus Is/S Side Reefs,13.21,Port Townsend,48 38.89,123  7.67,48.6581,-123.1353,Intertidal ledges and reef areas on south side of Cactus Island.,LOW,1321,489,San Juan Islands,Northern Inland,0
Cactus Island Area,Cactus Is/S Side Reefs,13.21,Port Townsend,48 38.90,123  7.51,48.6583,-123.1308,Intertidal ledges and reef areas on east end of Cactus Island.,LOW,1321,490,San Juan Islands,Northern Inland,0
Rocks SE of Cactus,Reef E of Cactus Is,13.22,Port Townsend,48 38.89,123  7.43,48.6581,-123.1286,Intertidal rocks and reef areas off southeast end of Cactus Island.,LOW,1322,491,San Juan Islands,Northern Inland,0
Rf Betw Gull Rf & Cactus,Reef Between Gull & Little Cactus Is,13.23,Port Townsend,48 39.22,123  8.50,48.6561,-123.1472,Intertidal rocks and reef areas between Gull Reef and Little Cactus Island.,LOW,1323,492,San Juan Islands,Northern Inland,0
Sentinel Island,Sentinel Island,13.24,Port Townsend,48 38.41,123  9.07,48.6447,-123.1519,Intertidal ledges around Sentinel Island.,LOW,1324,493,San Juan Islands,Northern Inland,0
Sentinel Rock,Sentinel Rock,13.25,Port Townsend,48 38.41,123  9.35,48.6447,-123.1597,Intertidal rocks and reef areas around Sentinel Rock (USFWS ID 32).,LOW,1325,494,San Juan Islands,Northern Inland,0
"Posey Is, Reef N of Pearl",Posey Island/Reef N of Pearl,13.26,Port Townsend,48 37.12,123  9.97,48.62,-123.1769,Intertidal rocks and reef areas on north side of Pearl Island.,LOW,1326,495,San Juan Islands,Northern Inland,0
Barren Island,Barren Island,13.27,Port Townsend,48 37.39,123  9.58,48.6275,-123.1661,Intertidal rocks and reef areas around Barren Island (USFWS ID 30).,LOW,1327,496,San Juan Islands,Northern Inland,0
Battleship Island,Battleship Is,13.28,Port Townsend,48 37.46,123 11.01,48.6294,-123.1836,Intertidal ledges and reef areas around Battleship Island (USFWS ID 31).,LOW,1328,497,San Juan Islands,Northern Inland,0
Rocks off Mccracken Pt,McCracken Pt Area,13.29,Port Townsend,48 37.19,123 10.82,48.6219,-123.1894,Intertidal rocks and reef areas southwest of McCracken Point.,LOW,1329,498,San Juan Islands,Northern Inland,0
So Henry Island Area,S Henry Island,13.3,Port Townsend,48 34.94,123 10.19,48.5928,-123.1719,Intertidal rocks and reef areas around south entrance to Mosquito Pass.,LOW,1330,499,San Juan Islands,Northern Inland,0
So Henry Island Area,S Henry Island,13.3,Port Townsend,48 35.01,123 10.76,48.5836,-123.1878,Intertidal rocks and reef areas off southeast end of Henry Island.,LOW,1330,500,San Juan Islands,Northern Inland,0
Mosquito Pass Area,Mosquito Pass Area,13.31,Port Townsend,48 35.86,123 10.15,48.6072,-123.1708,Intertidal rocks and reef areas along Mosquito Pass.,LOW,1331,501,San Juan Islands,Northern Inland,0
False Bay Area,Pile Pt/Kanaka Bay/False Bay,13.32,Port Townsend,48 28.87,123  4.58,48.4908,-123.0828,Intertidal rocks and reef area on unnamed rock (USFWS ID 27) off False Bay.,LOW,1332,502,San Juan Islands,Northern Inland,0
Freeman Island,Freeman Island,13.33,Port Townsend,48 41.97,122 57.04,48.7103,-122.9511,Intertidal ledges and reef areas around Freeman Island.,LOW,1333,503,San Juan Islands,Northern Inland,0
Speiden Island,Speiden Is S Side,13.34,Port Townsend,48 38.48,123  8.56,48.6467,-123.1489,Intertidal ledges on south side of Speiden Island.,LOW,1334,504,San Juan Islands,Northern Inland,0
Speiden Island,Speiden Is,13.34,Port Townsend,48 38.37,123  8.31,48.6436,-123.1419,Intertidal ledges on south side of Speiden Island.,LOW,1334,505,San Juan Islands,Northern Inland,0
Speiden Island,Speiden Is,13.34,Port Townsend,48 38.31,123  8.15,48.6419,-123.1375,Intertidal ledges on south side of Speiden Island.,LOW,1334,506,San Juan Islands,Northern Inland,0
Eagle Point Area,Eagle Pt Area,13.35,Port Townsend,48 27.50,123  2.09,48.4639,-123.0358,Intertidal rocks and reef areas off Eagle Point.,LOW,1335,507,San Juan Islands,Northern Inland,0
Pt. Doughty,Pt Doughty,13.36,Port Townsend,48 42.74,122 56.98,48.7206,-122.9606,Intertidal ledges and rocks along south side of Point Doughty.,LOW,1336,508,San Juan Islands,Northern Inland,0
Lime Kiln Pt. Area,Lime Kiln Pt. Area,13.37,Port Townsend,48 29.85,123 07.78,48.5069,-123.1383,,Low low,1337,,San Juan Islands,Northern Inland,0
LOW IS/SAN JUAN CO PK/SMALL POX BAY,LOW IS/SAN JUAN CO PK/SMALL POX BAY,13.38,Port Townsend,48 32.60,123 9.87,48.55,-123.1519,,,1338,,San Juan Islands,Northern Inland,0
Green point (Speiden Island),Green point (Speiden Island),13.39,Port Townsend,48 38.01,123 6.37,48.6336,-123.1019,,,1339,,San Juan Islands,Northern Inland,0
SW side of Henry Island,SW side of Henry Island,13.4,,48 35.48,123 12.15,48.5967,-123.2042,SW side of Henry Island,,1340,,San Juan Islands,Northern Inland,0
In Tow,In Tow,13.89,Port Townsend,,,,,animals in tow,,1389,,San Juan Islands,Northern Inland,0
Unspecified-H2O,Unspecified-H2O,13.99,Port Townsend,?,?,,,Animals in open water,ALL,1399,,,NA,0
Hauled Out Unknown,Hauled Out Unknown,14,Vancouver,,,,,unknown haul out location 14.00,,1400,,BC,CANADA,0
Boiling Reef,E Pt/Boiling Reef,14.01,Vancouver,48 47.33,123  2.27,48.7925,-123.0408,Intertidal rocks and reef areas around Boiling Reef.,LOW,1401,509,BC,CANADA,0
Race Rocks,Race Rocks,14.02,Vancouver,48 17.79,123 31.76,48.3053,-123.5378,Intertidal rocks and reef areas around Race Rocks.,LOW,1402,510,BC,CANADA,0
Chain Islets,Chain Islets,14.03,Vancouver,48 25.24,123 15.83,48.4233,-123.2731,On scattered intertidal rocks and reef areas around Chain Islets.,LOW,1403,511,BC,CANADA,0
Trial Island,Trial Islands,14.04,Vancouver,48 24.29,123 17.97,48.4081,-123.3103,Intertidal rocks and reef areas around Trail Island.,LOW,1404,512,BC,CANADA,0
Kelp Reefs,Kelp Reef,14.05,Vancouver,48 33.37,123 14.72,48.5603,-123.2533,Intertidal rocks and reef areas around Kelp Reef.,LOW,1405,513,BC,CANADA,0
D'Arcy Island,D'Arcy Is,14.06,Vancouver,48 33.25,123 16.62,48.5569,-123.2839,Intertidal rocks and reef areas around D'Arcy Island.,LOW,1406,514,BC,CANADA,0
Sallas Rocks,Sallas Rocks,14.07,Vancouver,48 35.11,123 17.46,48.5864,-123.2961,Intertidal rocks and reef areas around Sallas Rocks.,LOW,1407,515,BC,CANADA,0
Little D'Arcy,Little D'Arcy Is,14.08,Vancouver,48 34.24,123 15.55,48.5733,-123.2653,Intertidal rocks and reef areas around Little D'Arcy Island.,LOW,1408,516,BC,CANADA,0
Cooper Reef,Cooper Reef,14.09,Vancouver,48 40.38,123 16.33,48.6772,-123.2758,Intertidal rocks and reef areas around Cooper Reef.,LOW,1409,517,BC,CANADA,0
Java Islets,Java Islets,14.1,Vancouver,48 45.57,123  6.21,48.7658,-123.1058,Intertidal rocks and reef areas around the Java Islets.,LOW,1410,518,BC,CANADA,0
Tumbo Island Area,Tumbo Island,14.11,Vancouver,48 47.98,123  5.59,48.8106,-123.0997,Intertidal rocks and reef areas off west end of Tumbo Island.,LOW,1411,519,BC,CANADA,0
Tumbo Island Area,Tumbo Island,14.11,Vancouver,48 48.19,123  6.76,48.8053,-123.1211,Intertidal rocks and reef areas off west end of Tumbo Island.,LOW,1411,520,BC,CANADA,0
Belle Chain Area,Belle Chain,14.12,Vancouver,48 49.57,123 10.54,48.8325,-123.1817,Intertidal rocks and reef areas of the Belle Chain.,LOW,1412,521,BC,CANADA,0
Belle Chain Area,Belle Chain,14.12,Vancouver,48 49.67,123 11.56,48.8353,-123.1989,Intertidal rocks and reef areas just west of Belle Chain.,LOW,1412,522,BC,CANADA,0
Belle Chain Area,Belle Chain,14.12,Vancouver,48 50.42,123 12.65,48.845,-123.2181,Intertidal rocks and reef areas on north end of Belle Chain.,LOW,1412,523,BC,CANADA,0
Gossip Island,Gossip Is,14.13,Vancouver,48 53.52,123 18.74,48.8978,-123.3206,Intertidal ledges and reef areas around Gossip Island.,LOW,1413,524,BC,CANADA,0
Fraser R./Roberts Bank,Fraser R/Roberts Bank/Steveston,14.14,Vancouver,49  6.64,123 11.97,49.1178,-123.2103,Intertidal channels and shoals along Reifel Island.,LOW,1414,525,BC,CANADA,0
Fraser R./Roberts Bank,Fraser R/Roberts Bank/Steveston,14.14,Vancouver,49  6.24,123 11.51,49.1067,-123.1975,Intertidal channels and shoals along southeast side of Reifel Island.,LOW,1414,526,BC,CANADA,0
Fraser R./Roberts Bank,Fraser R/Roberts Bank/Steveston,14.14,Vancouver,49  3.88,123 11.78,49.0744,-123.205,Intertidal channels and shoals on Roberts Bank.,LOW,1414,527,BC,CANADA,0
Fraser R./Roberts Bank,Fraser R/Roberts Bank/Steveston,14.14,Vancouver,49  4.15,123  9.81,49.0708,-123.1725,Intertidal channels and shoals on Roberts Bank.,LOW,1414,528,BC,CANADA,0
Tsawwassen Ferry,Tsawwassen Ferry,14.15,Vancouver,49  0.67,123  6.77,49.0186,-123.1214,Intertidal areas around jetty just south of Tswwassen ferry terminal.,LOW,1415,529,BC,CANADA,0
Se Mayne/Edith Point,Se Mayne/Edith Point,14.16,Vancouver,48 51.41,123 15.17,48.8614,-123.2547,Intertidal ledges and rocks off Edith Point on Mayne Island.,LOW,1416,530,BC,CANADA,0
Fraser R./Sand Heads Jetty,Se Mayne/Edith Point,14.17,Vancouver,49  6.41,123 18.01,49.1114,-123.3003,On end of jetty near Sand Heads light during spring months.,ALL,1417,531,BC,CANADA,0
In Tow,,14.89,Vancouver,,,,,animals in tow,,1489,,BC,CANADA,0
Unspecified-H2O,,14.99,Vancouver,?,?,,,Animals in open water,ALL,1499,,,NA,0
Large Navigation Buoy,Buoy Gone,1.01,Astoria,46 12.17,124 11.00,46.2047,-124.1833,Offshore navigation Buoy (LNB) removed in late 1980's.,ALL,,1,,Coastal,1
Oregon Haulouts,,15,,,,,,Unknown Haulout location 15.00,,,,,NA,0
Tillamook Rock,,15.01,,,,45.93675,-124.01854,Lighthouse,,,,OREGON,Coastal,0
Tillamook Head,,15.02,,,,45.93559,-123.98852,Mainland,,,,OREGON,Coastal,0
Ecola Point,,15.03,,,,45.91852,-123.98049,Ecola Point,,,,OREGON,Coastal,0
Cape Falcon,,15.04,,,,45.7682,-123.98225,North Side Cove,,,,OREGON,Coastal,0
Cape Falcon,,15.05,,,,45.76786,-123.98413,West Tip,,,,OREGON,Coastal,0
Nehalem River,,15.06,,,,45.6626,-123.93241,Nehalem River,,,,OREGON,Coastal,0
Tillamook Bay,,15.07,,,,45.54502,-123.92332,Tillamook Bay,,,,OREGON,Coastal,0
Three Arch Rocks,,15.08,,,,45.46374,-123.98337,Three Arch Rocks,,,,OREGON,Coastal,0
Netarts Bay,,15.09,,,,45.43762,-123.95571,Mouth,,,,OREGON,Coastal,0
Netarts Bay,,15.1,,,,45.42133,-123.94459,Main,,,,OREGON,Coastal,0
Cape Lookout,,15.11,,,,45.34055,-124.0017,Ledge,,,,OREGON,Coastal,0
Cape Lookout,,15.12,,,,45.34026,-123.99308,Cove,,,,OREGON,Coastal,0
Nestucca River,,15.13,,,,45.16335,-123.96707,Nestucca River,,,,OREGON,Coastal,0
Cascade Head,,15.14,,,,45.07549,-124.00726,Hart Cove,,,,OREGON,Coastal,0
Cascade Head,,15.15,,,,45.07238,-124.00943,Sea Lion Cove_1,,,,OREGON,Coastal,0
Cascade Head,,15.16,,,,45.06922,-124.00853,Sea Lion Cove_2,,,,OREGON,Coastal,0
Cascade Head,,15.17,,,,45.06708,-124.01234,Sea Lion Cove_3,,,,OREGON,Coastal,0
Salmon River,,15.18,,,,45.04687,-124.00331,Salmon River,,,,OREGON,Coastal,0
Siletz Bay,,15.19,,,,44.92567,-124.02332,Siletz Bay,,,,OREGON,Coastal,0
Fogarty Creek,,15.2,,,,44.84116,-124.05483,North-Rocks,,,,OREGON,Coastal,0
Fogarty Creek,,15.21,,,,44.83816,-124.05618,South-Mainland,,,,OREGON,Coastal,0
Boiler Bay,,15.22,,,,44.83403,-124.05878,Boiler Bay,,,,OREGON,Coastal,0
Whale Cove,,15.23,,,,44.78845,-124.06876,Whale Cove,,,,OREGON,Coastal,0
Cape Foulweather,,15.24,,,,44.75478,-124.06532,Cape Rocks,,,,OREGON,Coastal,0
Cape Foulweather,,15.25,,,,44.75119,-124.07501,Gull Rock (Cape Foulweather),,,,OREGON,Coastal,0
Cape Foulweather,,15.26,,,,44.74441,-124.07031,South Rocks,,,,OREGON,Coastal,0
Yaquina Head,,15.27,,,,44.67393,-124.0784,Yaquina Head,,,,OREGON,Coastal,0
Yaquina Bay,,15.28,,,,44.63001,-124.05162,Bayfront,,,,OREGON,Coastal,0
Yaquina Bay,,15.29,,,,44.62212,-124.0191,Sallys Bend,,,,OREGON,Coastal,0
Yaquina Bay,,15.3,,,,44.61861,-124.05847,Finger Jetty,,,,OREGON,Coastal,0
Seal Rock,,15.31,,,,44.50219,-124.09433,North Offshore,,,,OREGON,Coastal,0
Seal Rock,,15.32,,,,44.48976,-124.08573,South Nearshore,,,,OREGON,Coastal,0
Alsea Bay,,15.33,,,,44.43652,-124.05501,Mac Marina,,,,OREGON,Coastal,0
Alsea Bay,,15.34,,,,44.43472,-124.03309,North Channel,,,,OREGON,Coastal,0
Alsea Bay,,15.35,,,,44.43345,-124.06971,East Bridge,,,,OREGON,Coastal,0
Alsea Bay,,15.36,,,,44.43243,-124.04279,Mac Slough,,,,OREGON,Coastal,0
Alsea Bay,,15.37,,,,44.43202,-124.07273,West Bridge,,,,OREGON,Coastal,0
Alsea Bay,,15.38,,,,44.42438,-124.07782,Mouth,,,,OREGON,Coastal,0
Cape Perpetua,,15.39,,,,44.29231,-124.11318,Cape Perpetua,,,,OREGON,Coastal,0
Strawberry Hill,,15.4,,,,44.25437,-124.11292,North,,,,OREGON,Coastal,0
Strawberry Hill,,15.41,,,,44.25008,-124.11429,South,,,,OREGON,Coastal,0
South 10-Mile,,15.42,,,,44.21418,-124.11578,South 10-Mile,,,,OREGON,Coastal,0
Sea Lion Caves,,15.43,,,,44.12327,-124.12745,North,,,,OREGON,Coastal,0
Sea Lion Caves,,15.44,,,,44.12129,-124.12827,South,,,,OREGON,Coastal,0
Siuslaw River,,15.45,,,,44.00527,-124.12667,East,,,,OREGON,Coastal,0
Siuslaw River,,15.46,,,,44.00276,-124.12866,West,,,,OREGON,Coastal,0
Siltcoos Outlet,,15.47,,,,43.87258,-124.15816,Siltcoos Outlet,,,,OREGON,Coastal,0
Takenitch Outlet,,15.48,,,,43.79904,-124.17183,Takenitch Outlet,,,,OREGON,Coastal,0
Umpqua River,,15.49,,,,43.7428,-124.15074,Upper Bay,,,,OREGON,Coastal,0
Umpqua River,,15.5,,,,43.71153,-124.16128,Lower Bay,,,,OREGON,Coastal,0
Tenmile Outlet,,15.51,,,,43.56832,-124.22959,Tenmile Outlet,,,,OREGON,Coastal,0
Coos Bay,,15.52,,,,43.39326,-124.20961,Coos Port,,,,OREGON,Coastal,0
Coos Bay,,15.53,,,,43.38714,-124.29541,Clam Island,,,,OREGON,Coastal,0
Coos Bay,,15.54,,,,43.3665,-124.30349,Pigeon Point,,,,OREGON,Coastal,0
Gregory Point,,15.55,,,,43.33827,-124.38073,Squaw Island,,,,OREGON,Coastal,0
Coos Bay,,15.56,,,,43.32685,-124.32288,South Slough,,,,OREGON,Coastal,0
Cape Arago,,15.57,,,,43.31371,-124.40822,Simpsons Reef,,,,OREGON,Coastal,0
Cape Arago,,15.58,,,,43.31327,-124.40132,Shell Island Area,,,,OREGON,Coastal,0
Cape Arago,,15.59,,,,43.30878,-124.40042,Mainland,,,,OREGON,Coastal,0
Cape Arago,,15.6,,,,43.30154,-124.39975,South Cove,,,,OREGON,Coastal,0
Fivemile Point,,15.61,,,,43.2197,-124.40126,Fivemile Point,,,,OREGON,Coastal,0
Bandon,,15.62,,,,43.1279,-124.40822,Bandon Marsh,,,,OREGON,Coastal,0
Bandon,,15.63,,,,43.11461,-124.43917,Coquille Point,,,,OREGON,Coastal,0
Bandon,,15.64,,,,43.10773,-124.44486,Cat And Kittens Rocks,,,,OREGON,Coastal,0
Blacklock Point,,15.65,,,,42.87578,-124.53636,Blacklock Point,,,,OREGON,Coastal,0
Castle Rock Or,,15.66,,,,42.85543,-124.54765,Castle Rock Or,,,,OREGON,Coastal,0
Gull Rock,,15.67,,,,42.85071,-124.55727,Gull Rock,,,,OREGON,Coastal,0
Cape Blanco,,15.68,,,,42.83698,-124.56725,Cape Blanco,,,,OREGON,Coastal,0
Blanco Reef,,15.69,,,,42.82385,-124.58355,"Blanco Reef, 'Black Rock'",,,,OREGON,Coastal,0
Blanco Reef,,15.69,,,,,,"Blanco Reef, 'Pyramid Rock'",,,,OREGON,Coastal,0
Orford Reef,,15.7,,,,42.79218,-124.60082,Large Brown Rock,,,,OREGON,Coastal,0
Orford Reef,,15.71,,,,42.79136,-124.60599,Long Brown Rock,,,,OREGON,Coastal,0
Orford Reef,,15.72,,,,42.79061,-124.59555,Best Rock,,,,OREGON,Coastal,0
Orford Reef,,15.73,,,,42.78823,-124.60479,Square White Rock,,,,OREGON,Coastal,0
Orford Reef,,15.74,,,,42.78702,-124.59457,Seal Rock (Orford Reef),,,,OREGON,Coastal,0
Orford Reef,,15.75,,,,42.78248,-124.60465,Miscellaneous (Orford Reef),,,,OREGON,Coastal,0
Orford Reef,,15.76,,,,42.77836,-124.59736,Arch Rock,,,,OREGON,Coastal,0
Orford Reef,,15.77,,,,42.77737,-124.60098,West Conical Rock,,,,OREGON,Coastal,0
Orford Reef,,15.78,,,,42.77599,-124.60408,Steamboat Rocks,,,,OREGON,Coastal,0
The Heads,,15.79,,,,42.73968,-124.51551,The Heads,,,,OREGON,Coastal,0
Humbug Mountain,,15.8,,,,42.6755,-124.45065,Humbug Mountain,,,,OREGON,Coastal,0
Sisters Rock Area,,15.81,,,,42.58473,-124.39678,Sisters Rock Area,,,,OREGON,Coastal,0
Hubbard Mound,,15.82,,,,42.48043,-124.42309,Shoreline,,,,OREGON,Coastal,0
Hubbard Mound,,15.83,,,,42.47813,-124.43842,Reef,,,,OREGON,Coastal,0
Rogue Reef,,15.84,,,,42.44937,-124.4901,Double Rock,,,,OREGON,Coastal,0
Rogue Reef,,15.85,,,,42.44841,-124.48365,Needle Rock,,,,OREGON,Coastal,0
Rogue Reef,,15.86,,,,42.44672,-124.46952,Pyramid Rock-Miscellaneous,,,,OREGON,Coastal,0
Rogue Reef,,15.87,,,,42.44549,-124.47934,Miscellaneous (Rogue Reef),,,,OREGON,Coastal,0
Rogue Reef,,15.88,,,,42.44407,-124.46931,Pyramid Rock,,,,OREGON,Coastal,0
Rogue Reef,,15.89,,,,42.43646,-124.46518,South Seal Rock (Rogue),,,,OREGON,Coastal,0
Rogue River,,15.9,,,,42.42307,-124.42591,South Jetty Sands,,,,OREGON,Coastal,0
Rogue River,,15.91,,,,42.42113,-124.42287,Marina,,,,OREGON,Coastal,0
Hunters Island,,15.92,,,,42.31439,-124.42477,Hunters Island,,,,OREGON,Coastal,0
Pistol River,,15.93,,,,42.27778,-124.40889,Pistol River,,,,OREGON,Coastal,0
Crook Point,,15.94,,,,42.2453,-124.4141,Crook Point,,,,OREGON,Coastal,0
Deer Point,,15.95,,,,42.1949,-124.37386,Deer Point,,,,OREGON,Coastal,0
Whaleshead Island,,15.96,,,,42.13896,-124.3615,Whaleshead Island,,,,OREGON,Coastal,0
Brookings-Cape Ferrelo,,15.97,,,,42.0954,-124.34327,Lone Ranch Beach,,,,OREGON,Coastal,0
Brookings-Cape Ferrelo,,15.98,,,,42.08285,-124.33668,Miscellaneous (Brookings),,,,OREGON,Coastal,0
Brookings-Cape Ferrelo,,15.99,,,,42.06559,-124.32093,Goat Island,,,,OREGON,Coastal,0
